codigo,detalle
P01020890131,"CORAZA CF-07 MO (PROY 33)"
P01020890132,"CORAZA CF-07 OP (PROY 33)"
P01020890133,"CORAZA CF-08 MO (PROY 33)"
P01020890134,"CORAZA CF-08 OP (PROY 33)"
P01020890135,"CORAZA CF-09 MO (PROY 33)"
P01020890136,"CORAZA CF-09 OP (PROY 33)"
P01020890137,"CORAZA CF-10 MO (PROY 33)"
P01020890138,"CORAZA CF-10 OP (PROY 33)"
P01020890139,"CORAZA CF-11 MO (PROY 33)"
P01020890140,"CORAZA CF-11 OP (PROY 33)"
P01020890141,"CORAZA CF-12 MO (PROY 33)"
P01020890142,"CORAZA CF-12 OP (PROY 33)"
P01020890143,"CORAZA CF-13 MO (PROY 33)"
P01020890144,"CORAZA CF-13 OP (PROY 33)"
P01020890145,"CORAZA CF-14 MO (PROY 33)"
P01020890146,"CORAZA CF-14 OP (PROY 33)"
P01020890147,"CORAZA CF-15 MO (PROY 33)"
P01020890148,"CORAZA CF-15 OP (PROY 33)"
P01020890149,"PLACA DESGASTE CF-01  (PROY 34)"
P01020890150,"PLACA DESGASTE CF-02  (PROY 34)"
P01020890151,"PLACA DESGASTE CF-03  (PROY 34)"
P01020890152,"PLACA DESGASTE CF-04  (PROY 34)"
P01020890153,"PLACA DESGASTE CF-05  (PROY 34)"
P01020890154,"PLACA DESGASTE CF-06  (PROY 34)"
P01020890155,"PLACA DESGASTE CF-07  (PROY 34)"
P01020890156,"PLACA DESGASTE CF-08  (PROY 34)"
P01020890157,"PLACA DESGASTE CF-09  (PROY 34)"
P01020890158,"PLACA DESGASTE CF-10  (PROY 34)"
P01020890159,"PLACA DESGASTE CF-11  (PROY 34)"
P01020890160,"PLACA CF-01  (PROY 35)"
P01020890161,"PLACA CF-02 MO (PROY 35)"
P01020890162,"PLACA CF-02 OP (PROY 35)"
P01020890163,"PLACA CF-03 MO (PROY 35)"
P01020890164,"PLACA CF-03 OP (PROY 35)"
P01020890165,"PLACA CF-04 MO (PROY 35)"
P01020890166,"PLACA CF-04 OP (PROY 35)"
P01020890167,"PLACA CF-05 MO (PROY 35)"
P01020890168,"PLACA CF-05 OP (PROY 35)"
P01020890169,"PLACA CF-06 MO (PROY 35)"
P01020890170,"PLACA CF-06 OP (PROY 35)"
P01020890171,"PLACA CF-07 MO (PROY 35)"
P01020890172,"PLACA CF-07 OP (PROY 35)"
P01020890173,"PLACA CF-08 MO (PROY 35)"
P01020890174,"PLACA CF-08 OP (PROY 35)"
P01020890198,"PLACA DE DESGASTE CF-01  (PROY 37)"
P01020890199,"PLACA DE DESGASTE CF-02  (PROY 37)"
P01020890200,"PLACA DE DESGASTE CF-03  (PROY 37)"
P01020890201,"PLACA DE DESGASTE CF-04  (PROY 37)"
P01020890202,"PLACA DE DESGASTE CF-05  (PROY 37)"
P01020890203,"PLACA DE DESGASTE CF-06  (PROY 37)"
P01020890204,"PLACA DE DESGASTE CF-07  (PROY 37)"
P01020890205,"PLACA DE DESGASTE CF-08  (PROY 37)"
P01020890206,"PLACA DE DESGASTE CF-09  (PROY 37)"
P01020890207,"PLACA DE DESGASTE CF-10 MO (PROY 37)"
P01020890208,"PLACA DE DESGASTE CF-10 OP (PROY 37)"
P01020890209,"PLACA DE DESGASTE CF-11 MO (PROY 37)"
P01020890210,"PLACA DE DESGASTE CF-11 OP (PROY 37)"
P01020890211,"PLACA DE DESGASTE CF-12 MO (PROY 37)"
P01020890212,"PLACA DE DESGASTE CF-12 OP (PROY 37)"
P01020890213,"PLACA DE DESGASTE CF-13 MO (PROY 37)"
P01020890214,"PLACA DE DESGASTE CF-13 OP (PROY 37)"
P01020890215,"PLACA DE DESGASTE CF-14 MO (PROY 37)"
P01020890216,"PLACA DE DESGASTE CF-14 OP (PROY 37)"
P01020890217,"PLACA DE DESGASTE CF-15 MO (PROY 37)"
P01020890218,"PLACA DE DESGASTE CF-15 OP (PROY 37)"
P01020890219,"PLACA DE DESGASTE CF-16  (PROY 37)"
P01020890220,"PLACA DE DESGASTE CF-17  (PROY 37)"
P01020890221,"PLACA DE DESGASTE CF-18 MO (PROY 37)"
P01020890222,"PLACA DE DESGASTE CF-18 OP (PROY 37)"
P01020890223,"PLACA DE DESGASTE CF-01  (PROY 38)"
P01020890224,"PLACA DE DESGASTE CF-02  (PROY 38)"
P01020890225,"PLACA DE DESGASTE CF-03  (PROY 38)"
P01020890226,"PLACA DE DESGASTE CF-04  (PROY 38)"
P01020890227,"PLACA DE DESGASTE CF-05  (PROY 38)"
P01020890228,"PLACA DE DESGASTE CF-06  (PROY 38)"
P01020890229,"PLACA DE DESGASTE CF-07  (PROY 38)"
P01020890230,"PLACA DE DESGASTE CF-08 MO (PROY 38)"
P01020890231,"PLACA DE DESGASTE CF-08 OP (PROY 38)"
P01020890232,"PLACA DE DESGASTE CF-09 MO (PROY 38)"
P01020890233,"PLACA DE DESGASTE CF-09 OP (PROY 38)"
P01020890234,"PLACA DE DESGASTE CF-10  (PROY 38)"
P01020890235,"PLACA DE DESGASTE CF-11  (PROY 38)"
P01020890236,"PLACA DESGASTE CF-01 MO (PROY 39)"
P01020890237,"PLACA DESGASTE CF-01 OP (PROY 39)"
P01020890238,"PLACA DESGASTE CF-02  (PROY 39)"
P01020890239,"PLACA DESGASTE CF-03 MO (PROY 39)"
P01020890240,"PLACA DESGASTE CF-03 OP (PROY 39)"
P01020890241,"PLACA DESGASTE CF-04 MO (PROY 39)"
P01020890242,"PLACA DESGASTE CF-04 OP (PROY 39)"
P01020890243,"PLACA DESGASTE CF-05 MO (PROY 39)"
P01020890244,"PLACA DESGASTE CF-05 OP (PROY 39)"
P01020890245,"PLACA DESGASTE CF-06  (PROY 39)"
P01020890246,"PLACA DESGASTE CF-07 MO (PROY 39)"
P01020890247,"PLACA DESGASTE CF-07 OP (PROY 39)"
P01020890248,"PLACA DESGASTE CF-08 MO (PROY 39)"
P01020890249,"PLACA DESGASTE CF-08 OP (PROY 39)"
P01020890250,"PLACA DESGASTE CF-09 MO (PROY 39)"
P01020890251,"PLACA DESGASTE CF-09 OP (PROY 39)"
P01020890252,"PLACA DESGASTE CF-10 MO (PROY 39)"
P01020890253,"PLACA DESGASTE CF-10 OP (PROY 39)"
P01020890254,"PLACA DESGASTE CF-11 MO (PROY 39)"
P01020890255,"PLACA DESGASTE CF-11 OP (PROY 39)"
P01020890256,"PLACA CF-01 MO (PROY 48)"
P01020890257,"PLACA CF-01 OP (PROY 48)"
P01020890258,"PLACA CF-02 MO (PROY 48)"
P01020890259,"PLACA CF-02 OP (PROY 48)"
P01020890260,"PLACA CF-03 MO (PROY 48)"
P01020890261,"PLACA CF-03 OP (PROY 48)"
P01020890262,"PLACA CF-04 MO (PROY 48)"
P01020890263,"PLACA CF-04 OP (PROY 48)"
P01020890264,"PLACA CF-05 MO (PROY 48)"
P01020890265,"PLACA CF-05 OP (PROY 48)"
P01020890266,"PLACA CF-06 MO (PROY 48)"
P01020890267,"PLACA CF-06 OP (PROY 48)"
P01020890268,"PLACA CF-07 MO (PROY 48)"
P01020890269,"PLACA CF-07 OP (PROY 48)"
P01020890270,"PLACA CF-08 MO (PROY 48)"
P01020890271,"PLACA CF-08 OP (PROY 48)"
P01020890272,"PLACA CF-09 MO (PROY 48)"
P01020890273,"PLACA CF-09 OP (PROY 48)"
P01020890274,"PLACA CF-10 MO (PROY 48)"
P01020890275,"PLACA CF-10 OP (PROY 48)"
P01020890276,"PLACA CF-11 MO (PROY 48)"
P01020890277,"PLACA CF-11 OP (PROY 48)"
P01020890278,"PLACA CF-12  (PROY 48)"
P01020890279,"PLACA CF-13 MO (PROY 48)"
P01020890280,"PLACA CF-13 OP (PROY 48)"
P01020890281,"PLACA CF-14 MO (PROY 48)"
P01020890282,"PLACA CF-14 OP (PROY 48)"
P01020890304,"PLACA CF-01  (PROY 57)"
P01020890305,"PLACA CF-02  (PROY 57)"
P01020890306,"PLACA CF-03 MO (PROY 57)"
P01020890307,"PLACA CF-03 OP (PROY 57)"
P01020890308,"PLACA CF-04 MO (PROY 57)"
P01020890309,"PLACA CF-04 OP (PROY 57)"
P01020890310,"PLACA CF-05 MO (PROY 57)"
P01020890311,"PLACA CF-05 OP (PROY 57)"
P01020890312,"PLACA CF-06 MO (PROY 57)"
P01020890313,"PLACA CF-06 OP (PROY 57)"
P01020890314,"PLACA CF-07 MO (PROY 57)"
P01020890315,"PLACA CF-07 OP (PROY 57)"
P01020890316,"PLACA CF-08 MO (PROY 57)"
P01020890317,"PLACA CF-08 OP (PROY 57)"
P01020890318,"PLACA CF-09 MO (PROY 57)"
P01020890319,"PLACA CF-09 OP (PROY 57)"
P01020890320,"PLACA CF-10 MO (PROY 57)"
P01020890321,"PLACA CF-10 OP (PROY 57)"
P01020890322,"PLACA CF-11 MO (PROY 57)"
P01020890323,"PLACA CF-11 OP (PROY 57)"
P01020890324,"PLACA CF-12 MO (PROY 57)"
P01020890325,"PLACA CF-12 OP (PROY 57)"
P01020890326,"PLACA CF-13 MO (PROY 57)"
P01020890327,"PLACA CF-13 OP (PROY 57)"
P01020890328,"PLACA CF-14 MO (PROY 57)"
P01020890329,"PLACA CF-14 OP (PROY 57)"
P01020890330,"PLACA CF-15  (PROY 57)"
P01020890331,"PLACA CF-16 MO (PROY 57)"
P01020890332,"PLACA CF-16 OP (PROY 57)"
P01020890333,"PLACA CF-17 MO (PROY 57)"
P01020890334,"PLACA CF-17 OP (PROY 57)"
P01020890335,"PLACA CF-18 MO (PROY 57)"
P01020890336,"PLACA CF-18 OP (PROY 57)"
P01020890337,"PLACA CF-19 MO (PROY 57)"
P01020890338,"PLACA CF-19 OP (PROY 57)"
P01020890339,"PLACA CF-20 MO (PROY 57)"
P01020890340,"PLACA CF-20 OP (PROY 57)"
P01020890341,"PLACA CF-21 MO (PROY 57)"
P01020890342,"PLACA CF-21 OP (PROY 57)"
P01020890343,"PLACA CF-22 MO (PROY 57)"
P01020890344,"PLACA CF-22 OP (PROY 57)"
P01020890345,"PLACA CF-23 MO (PROY 57)"
P01020890346,"PLACA CF-23 OP (PROY 57)"
P01020890347,"PLACA CF-24 MO (PROY 57)"
P01020890348,"PLACA CF-24 OP (PROY 57)"
P01020890349,"PLACA CF-25 MO (PROY 57)"
P01020890350,"PLACA CF-25 OP (PROY 57)"
P01020890351,"PLACA CF-26 MO (PROY 57)"
P01020890352,"PLACA CF-26 OP (PROY 57)"
P01020890353,"PLACA CF-27 MO (PROY 57)"
P01020890354,"PLACA CF-27 OP (PROY 57)"
P01020890355,"PLACA CF-28 MO (PROY 57)"
P01020890356,"PLACA CF-28 OP (PROY 57)"
P01020890357,"PLACA CF-29 MO (PROY 57)"
P01020890358,"PLACA CF-29 OP (PROY 57)"
P01020890359,"PLACA CF-30  (PROY 57)"
P01020890360,"PLACA CF-31 MO (PROY 57)"
P01020890361,"PLACA CF-31 OP (PROY 57)"
P01020890362,"PLACA CF-32 MO (PROY 57)"
P01020890363,"PLACA CF-32 OP (PROY 57)"
P01020890364,"PLACA CF-33 MO (PROY 57)"
P01020890365,"PLACA CF-33 OP (PROY 57)"
P01020890366,"PLACA CF-34 MO (PROY 57)"
P01020890367,"PLACA CF-34 OP (PROY 57)"
P01020890368,"PLACA CF-35 MO (PROY 57)"
P01020890369,"PLACA CF-35 OP (PROY 57)"
P01020890370,"PLACA CF-36  (PROY 57)"
P01020890371,"PLACA CF-37  (PROY 57)"
P01020890372,"PLACA CF-38  (PROY 57)"
P01020890373,"PLACA CF-39  (PROY 57)"
P01020890374,"PLACA CF-40  (PROY 57)"
P01020890375,"PLACA CF-41  (PROY 57)"
P01020890376,"PLACA CF-42  (PROY 57)"
P01020890377,"PLACA CF-43  (PROY 57)"
P01020890378,"PLACA CF-44  (PROY 57)"
P01020890379,"PLACA CF-45  (PROY 57)"
P01020890380,"PLACA CF-46  (PROY 57)"
P01020890381,"PLACA CF-47  (PROY 57)"
P01020890382,"PLACA CF-48  (PROY 57)"
P01020890383,"PLACA CF-49  (PROY 57)"
P01020890384,"PLACA CF-50  (PROY 57)"
P01020890385,"PLACA CF-51  (PROY 57)"
P01020890386,"PLACA CF-52  (PROY 57)"
P01020890387,"PLACA CF-53  (PROY 57)"
P01020890388,"PLACA CF-54  (PROY 57)"
P01020890389,"PLACA CF-55  (PROY 57)"
P01020890390,"PLACA CF-56  (PROY 57)"
P01020890391,"PLACA CF-57  (PROY 57)"
P01020890392,"PLACA CF-58  (PROY 57)"
P01020890393,"PLACA CF-59  (PROY 57)"
P01020890394,"PLACA CF-60  (PROY 57)"
P01020890395,"PLACA CF-61  (PROY 57)"
P01020890396,"PLACA CF-62  (PROY 57)"
P01020890397,"PLACA CF-63  (PROY 57)"
P01020890398,"PLACA CF-64  (PROY 57)"
P01020890399,"PLACA CF-65  (PROY 57)"
P01020890400,"PLACA CF-66  (PROY 57)"
P01020890401,"PLACA CF-67  (PROY 57)"
P01020890402,"PLACA CF-68  (PROY 57)"
P01020890403,"PLACA CF-69  (PROY 57)"
P01020890404,"PLACA CF-70  (PROY 57)"
P01020890405,"PLACA CF-71  (PROY 57)"
P01020890406,"PLACA CF-72  (PROY 57)"
P01020890407,"PLACA CF-73  (PROY 57)"
P01020890408,"PLACA CF-74  (PROY 57)"
P01020890409,"PLACA CF-75  (PROY 57)"
P01020890410,"PLACA CF-76  (PROY 57)"
P01020890411,"REVESTIMIENTO RF-01  (PROY 219)"
P01020890412,"REVESTIMIENTO RF-01  (PROY 221)"
P01020890413,"REVESTIMIENTO RF-01 MO (PROY 212)"
P01020890414,"REVESTIMIENTO RF-01 OP (PROY 212)"
P01020890415,"REVESTIMIENTO RF-02 MO (PROY 212)"
P01020890416,"REVESTIMIENTO RF-02 OP (PROY 212)"
P01020890417,"REVESTIMIENTO RF-03 MO (PROY 212)"
P01020890418,"REVESTIMIENTO RF-03 OP (PROY 212)"
P01020890419,"REVESTIMIENTO RF-04 MO (PROY 212)"
P01020890420,"REVESTIMIENTO RF-04 OP (PROY 212)"
P01020890421,"REVESTIMIENTO RF-05 MO (PROY 212)"
P01020890422,"REVESTIMIENTO RF-05 OP (PROY 212)"
P01020890423,"REVESTIMIENTO RF-06 MO (PROY 212)"
P01020890424,"REVESTIMIENTO RF-06 OP (PROY 212)"
P01020890425,"REVESTIMIENTO RF-07 MO (PROY 212)"
P01020890426,"REVESTIMIENTO RF-07 OP (PROY 212)"
P01020890427,"REVESTIMIENTO RF-08 MO (PROY 212)"
P01020890428,"REVESTIMIENTO RF-08 OP (PROY 212)"
P01020890429,"REVESTIMIENTO RF-09 MO (PROY 212)"
P01020890430,"REVESTIMIENTO RF-09 OP (PROY 212)"
P01020890431,"REVESTIMIENTO RF-10 MO (PROY 212)"
P01020890432,"REVESTIMIENTO RF-10 OP (PROY 212)"
P01020890433,"REVESTIMIENTO RF-11 MO (PROY 212)"
P01020890434,"REVESTIMIENTO RF-11 OP (PROY 212)"
P01020890435,"REVESTIMIENTO RF-12 MO (PROY 212)"
P01020890436,"REVESTIMIENTO RF-12 OP (PROY 212)"
P01020890437,"REVESTIMIENTO RF-13 MO (PROY 212)"
P01020890438,"REVESTIMIENTO RF-13 OP (PROY 212)"
P01020890439,"REVESTIMIENTO RF-14 MO (PROY 212)"
P01020890440,"REVESTIMIENTO RF-14 OP (PROY 212)"
P01020890441,"REVESTIMIENTO RF-01  (PROY 210)"
P01020890442,"REVESTIMIENTO RF-02  (PROY 210)"
P01020890447,"BARRA CF-11 M (PROY 27)"
P01020890448,"BARRA CF-11 O (PROY 27)"
P01020890458,"PLACA DESGASTE RESBALIN PL-01 (PROY 220)"
P01020890459,"PLACA DESGASTE RESBALIN PL-02 (PROY 220)"
P01020890460,"PLACA DESGASTE RESBALIN PL-03 (PROY 220)"
P01020890461,"PLACA DESGASTE RESBALIN PL-04 (PROY 220)"
P01020890462,"PLACA DESGASTE RESBALIN PL-05 (PROY 220)"
P01020890463,"PLACA DESGASTE RESBALIN PL-06 (PROY 220)"
P01020890464,"PLACA DESGASTE RESBALIN PL-07 (PROY 220)"
P01020890465,"PLACA DESGASTE RESBALIN PL-08 (PROY 220)"
P01020890466,"PLACA DESGASTE RESBALIN PL-08 B (PROY 220)"
P01020890467,"PLACA DESGASTE RESBALIN PL-09 MO (PROY 220)"
P01020890468,"PLACA DESGASTE RESBALIN PL-09 OP (PROY 220)"
P01020890469,"PLACA DESGASTE RESBALIN PL-10 (PROY 220)"
P01020890470,"PLACA DESGASTE PL-11 MO (PROY 220)"
P01020890471,"PLACA DESGASTE PL-12 A MO (PROY 220)"
P01020890472,"PLACA DESGASTE PL-12 B MO (PROY 220)"
P01020890473,"PLACA DESGASTE PL-12 C MO (PROY 220)"
P01020890474,"PLACA DESGASTE PL-12 D MO (PROY 220)"
P01020890475,"PLACA DESGASTE PL-13 A MO (PROY 220)"
P01020890476,"PLACA DESGASTE PL-13 B MO (PROY 220)"
P01020890477,"PLACA DESGASTE PL-13 C MO (PROY 220)"
P01020890478,"PLACA DESGASTE PL-13 D MO (PROY 220)"
P01020890479,"PLACA DESGASTE PL-11 OP (PROY 220)"
P01020890480,"PLACA DESGASTE PL-12 A OP (PROY 220)"
P01020890481,"PLACA DESGASTE PL-12 B OP (PROY 220)"
P01020890482,"PLACA DESGASTE PL-12 C OP (PROY 220)"
P01020890483,"PLACA DESGASTE PL-12 D OP (PROY 220)"
P01020890484,"PLACA DESGASTE PL-13 A OP (PROY 220)"
P01020890485,"PLACA DESGASTE PL-13 B OP (PROY 220)"
P01020890486,"PLACA DESGASTE PL-13 C OP (PROY 220)"
P01020890487,"PLACA DESGASTE PL-13 D OP (PROY 220)"
P01020891071,"PLACA DESGASTE CF-1  (PROY 27)"
P01020891072,"PLACA DESGASTE CF-2 MO (PROY 27)"
P01020891073,"PLACA DESGASTE CF-3 MO (PROY 27)"
P01020891074,"PLACA DESGASTE CF-4 MO (PROY 27)"
P01020891075,"PLACA DESGASTE CF-5 MO (PROY 27)"
P01020891076,"PLACA DESGASTE CF-6 MO (PROY 27)"
P01020891077,"PLACA DESGASTE CF-7 MO (PROY 27)"
P01020891078,"PLACA DESGASTE CF-8 MO (PROY 27)"
P01020891079,"PLACA DESGASTE CF-9 MO (PROY 27)"
P01020891080,"PLACA DESGASTE CF-10 MO (PROY 27)"
P01020892072,"PLACA DESGASTE CF-2 OP (PROY 27)"
P01020892073,"PLACA DESGASTE CF-3 OP (PROY 27)"
P01020892074,"PLACA DESGASTE CF-4 OP (PROY 27)"
P01020892075,"PLACA DESGASTE CF-5 OP (PROY 27)"
P01020892076,"PLACA DESGASTE CF-6 OP (PROY 27)"
P01020892077,"PLACA DESGASTE CF-7 OP (PROY 27)"
P01020892078,"PLACA DESGASTE CF-8 OP (PROY 27)"
P01020892079,"PLACA DESGASTE CF-9 OP (PROY 27)"
P01020892080,"PLACA DESGASTE CF-10 OP (PROY 27)"
P01020899010,"SKIRT LINER TYPE 1A"
P01020899011,"SKIRT LINER TYPE 2A"
P01020899012,"SKIRT LINER TYPE 4A"
P01020899013,"SKIRT LINER TYPE 14A"
P01020961001,"PLANCHAS DESGASTE LF-11"
P01020961002,"PLANCHAS DESGASTE LF-12"
P01020961003,"PLANCHAS DESGASTE LF-13"
P01020961004,"PLANCHAS DESGASTE LF-14"
P01021115001,"CANALON PIEZA SSY-154340-D"
P01021115002,"CANALON PIEZA SSY-154340-E"
P01021115003,"CANALON PIEZA SSY-154340-F"
P01021115004,"CANALON PIEZA SSY-154340-G"
P01021115005,"CANALON PIEZA SSY-154340-H"
P01021115006,"CANALON PIEZA SSY-154340-I"
P01031620001,"COQUILLA 2.5''"
P01031620002,"COQUILLA 3"""
P01031620003,"COQUILLA 3""  LARGA"
P01031620004,"COQUILLA 3,5'' EXTERIOR"
P01031620005,"COQUILLA 3,5'' INTERIOR"
P01031620006,"COQUILLA 3,5"""
P01031784001,"TUBO ALIMENTACIÓN ER 35"
P01032525002,"CUÑA LATERAL INFERIOR CONTRAPESO JAW MASTER"
P01032554008,"MUELA FIJA CHANCADOR DENVER 5X6"
P01032554016,"MUELA MOVIL 400-0420-001 SANDVIK JAW MASTER"
P01042721001,"CORONA 72 DIENTES"
P01042780001,"TAPA DE SELLADO 1145"
P01042780002,"TAPA DE SELLADO 1315"
P01042780003,"TAPA DE SELLADO 765"
P01042780004,"TAPA DE SELLADO 975"
P01042785001,"TUERCA APRETAMANTO 3' S.H. NORDBERD"
P01042785002,"TUERCA APRETAMANTO 3' STD NORDBERG"
P01042829001,ECLISA
P01042830001,"ELEMENTO DESGASTE PALETA MEZCLADOR"
P01042885003,"TUERCA APRETAMANTO 4 1/4' S.H."
P01042885004,"TUERCA APRETAMANTO 4' STD "
P01042921001,"CORAZA L"
P01042921002,"CORAZA N"
P01042984001,"TUBO ALIMENTACIÓN ER 30"
P01042990488,"PLACA DESGASTE PLACAS PISO PL-18 MO (PROY 220)"
P01042990489,"PLACA DESGASTE PLACAS PISO PL-18 OP (PROY 220)"
P01043000001,"RODILLO 1075 DIAM X 205 DIAM X 316"
P01043004001,ANILLO
P01043048001,"LLANTA CONICA"
P01043107001,"BARRA B1 (REINIKE)"
P01043107002,"BARRA B2 (REINIKE)"
P01043107003,"BARRA B3 (REINIKE)"
P01043107004,"BARRA 4 (REINIKE)"
P01043107005,"BARRA DE DESGASTE MARCA  BAD1"
P01043107006,"BARRA DE DESGASTE MARCA  BAD2"
P01043107007,"BARRA DE DESGASTE MARCA  BAD35000"
P01043107008,"BARRA DE DESGASTE MARCA  BAD35001"
P01043107009,"BARRA DE DESGASTE MARCA  BAD35002"
P01043107010,"BARRA DE DESGASTE MARCA  BAD35003"
P01043107011,"BARRA DE DESGASTE MARCA  BAD35004"
P01043107012,"BARRA DE DESGASTE MARCA  BAD35005"
P01043107013,"BARRA DE DESGASTE MARCA  BAD35006"
P01043107014,"BARRA DE DESGASTE MARCA  BAD39009"
P01043107015,"BARRA DE DESGASTE MARCA  BAD39010"
P01043107016,"BARRA DE DESGASTE MARCA  BAD39011"
P01043107017,"BARRA DE DESGASTE MARCA  BAD39012"
P01043107018,"BARRA DE DESGASTE MARCA  BAD39013"
P01043107019,"BARRA DE DESGASTE MARCA  BAD39014"
P01043107020,"BARRA DE DESGASTE MARCA  BAD39015"
P01043107021,"BARRA DE DESGASTE MARCA  BAD39016"
P01043107022,"BARRA DE DESGASTE MARCA  BAD39017"
P01043107023,"BARRA DE DESGASTE MARCA  BAD42000"
P01043107024,"BARRA DE DESGASTE MARCA  BAD42001"
P01043107025,"BARRA DE DESGASTE MARCA  BAD42002"
P01043107026,"BARRA DE DESGASTE MARCA  BAD42003"
P01043107027,"BARRA DE DESGASTE MARCA  BAD42004"
P01043107028,"BARRA DE DESGASTE MARCA  BAD42005"
P01043107029,"BARRA DE DESGASTE MARCA  BAD42006"
P01043107030,"BARRA DE DESGASTE MARCA  BAD42007"
P01043107031,"BARRA DE DESGASTE MARCA  BAD42008"
P01043107032,"BARRA DE DESGASTE MARCA  BAD45000"
P01043107033,"BARRA DE DESGASTE MARCA  BAD45001"
P01043107034,"BARRA DE DESGASTE MARCA  BAD45002"
P01043107035,"BARRA DE DESGASTE MARCA  BAD45003"
P01043107036,"BARRA DE DESGASTE MARCA  BAD45004"
P01043107037,"BARRA DE DESGASTE MARCA  BAD45005"
P01043107038,"BARRA DE DESGASTE MARCA  BAD45006"
P01043107039,"BARRA DE DESGASTE MARCA  BAD45007"
P01043107040,"BARRA DE DESGASTE MARCA  BAD45008"
P01043107041,"BARRA DE DESGASTE MARCA  BAD48000"
P01043107042,"BARRA DE DESGASTE MARCA  BAD48001"
P01043107043,"BARRA DE DESGASTE MARCA  BAD48002"
P01043107044,"BARRA DE DESGASTE MARCA  BAD48003"
P01043107045,"BARRA DE DESGASTE MARCA  BAD48004"
P01043107046,"BARRA DE DESGASTE MARCA  BAD48005"
P01043107047,"BARRA DE DESGASTE MARCA  BAD48006"
P01043107048,"BARRA DE DESGASTE MARCA  BAD48007"
P01043107049,"BARRA DE DESGASTE MARCA  BAD48008"
P01043107050,"BARRA DE DESGASTE MARCA  BAD51000"
P01043107051,"BARRA DE DESGASTE MARCA  BAD51001"
P01043107052,"BARRA DE DESGASTE MARCA  BAD51002"
P01043107053,"BARRA DE DESGASTE MARCA  BAD51003"
P01043107054,"BARRA DE DESGASTE MARCA  BAD51004"
P01043107055,"BARRA DE DESGASTE MARCA  BAD51005"
P01043107056,"BARRA DE DESGASTE MARCA  BAD51006"
P01043107057,"BARRA 100X100X312"
P01043121001,"CORAZA PIEZA 13"
P01043158001,"PIEZA 1"
P01043158002,"PIEZA 2"
P01043158003,"PIEZA 3"
P01043160001,"PLACA PL9 (LP9)"
P01043367001,"PUENTE FUSIBLE TELSMITH 30X42"
P01043400001,"MUÑON MARCY"
P01043478001,"SUFRIDERA LADO PITMAN 500X750"
P01043478002,"SUFRIDERA LADO BLOCK 500X750"
P01043604003,"ANILLO APRETAMIENTO TELSMITH"
P01043610001,"BOCINA SEPARADORA"
P01043614001,"CAMPANA APRETAMANTO 4 1/4 S.H."
P01043614002,"CAMPANA APRETAMANTO 4' S.H."
P01043636001,"FEED RING 99920"
P01043659001,"PIÑON 13 DIENTES"
P01043680001,"TAPA CHANCADOR TELSMITH"
P01043685001,"TUERCA APRETAMANTO TELSMITH"
P01043762001,"PLATO BALANCEADOR ROT. 1145 - 1315"
P01043762002,"PLATO BALANCEADOR ROT. 765 - 975"
P01043871001,RUEDA
P01010148001,"LLANTA 1,25' DI X 6' PISTA X 3' ESP MN"
P01043948002,"LLANTA 1,5' DI X 6' ALTO X 3' ANCHO "
P01043975001,"SOLERA PARA TRAPICHE 2,04MT EXT X 1500MM ALTO"
P01043975002,"SOLERA TRAPICHE 2,08 MT DIAM X 1,5 MT DIAM INTX 190 MM DE ALTO"
P01043975003,"SOLERA TRAPICHE 2,48 MT DIAM X 1,5 MT DIAM INTX 190 MM DE ALTO"
P01044071002,"RUEDA 880X324"
P01044071003,"RUEDA 880X199"
P01054162001,"PLATO DIAFRAGMA GE-2992-A"
P01064283001,"TRAVESAÑO SUPERIOR"
P01064572001,"SEGMENTO DE ENTRADA"
P01064745001,LINGOTERA
P01075067002,"PUENTE FUSIBLE CT 32X54"
P01075192001,"BOQUILLA DESCARGA MARCY"
P01075473004,"SELLO POLVO 3'  S.H."
P01075573005,"SELLO POLVO 3' SKET"
P01075665002,"PORTA SELLO IG-97376A"
P01075667001,"PUENTE FUSIBLE 250X1200"
P01075667002,"PUENTE FUSIBLE CT 20X36"
P01075667004,"PUENTE FUSIBLE 500X750"
P01075673001,"SELLO DE POLVO 3' STD"
P01075673002,"SELLO DE POLVO 4 ' SKET "
P01075673006,"SELLO POLVO 4' STD NORDBERG"
P01075679001,"TAMBOR DE FRENO CAMION MACK CT-713"
P01086242009,"LABIO MOLINO MARCY"
P01096455002,"PARRILLA GRIZZLY"
P02020899001,"COVER PLATE CPL 32400 K3"
P02020899002,"DEFLECTOR PLATE DPL 27321"
P02020899003,"UPPER RAMP LINER URL 32000 K2"
P02020899004,"LOWER RAMP LINER URL 32000 K2"
P02020899005,"DEFLECTOR PLATE SECONDARY 2 DPL 27324"
P02020899006,"FEED DISC FLAT FDS 32350"
P02020899007,"LOWER FLAT LINER LFL 32400 K3"
P02020899008,"TUBE FLANGE TFL 32081"
P02020899009,"UPPER FLAT LINER UFL 32400"
P02031826001,"DESMONTADOR BAILAC 35"
P02031826002,"DESMONTADOR BAILAC ARO 45"
P02031826003,"DESMONTADOR BAILAC 49"
P02031826004,"DESMONTADOR ARO 57 A"
P02043190001,"PLACA CF-08  (PROY 28)"
P02043190002,"PLACA CF-09  (PROY 28)"
P02064616001,"CAÑERIA 6"""
P02110093002,"PLACA DESGASTE PLT3 (PL50-354X346)"
